"text","label"
"siempre Eres tan patético de verdad","ofensivo"
"siempre Eres tan tonto hoy","ofensivo"
"muy Qué dedicado eres ya","limpio"
"siempre Vete a la mierda, cabron en serio","ofensivo"
"Qué cerdo actitud tienes en serio","ofensivo"
"muy No eres más que un imbecil hoy","ofensivo"
"siempre Eres muy talentoso","limpio"
"siempre Tu trabajo es muy inspirador de verdad","limpio"
"un poco Menuda malparido","ofensivo"
"a veces Vete a la mierda, imbecil en serio","ofensivo"
"muy Qué cabron persona","ofensivo"
"siempre Que inteligente persona hoy","limpio"
"a veces Que tonto tan grande por favor","ofensivo"
"realmente Que estupido tan grande por favor","ofensivo"
"a veces Menuda estúpido hoy","ofensivo"
"muy Eres muy maduro ya","limpio"
"un poco Solo un cerdo diría eso en serio","ofensivo"
"un poco Que estupido tan grande ya","ofensivo"
"realmente Que imbecil persona hoy","ofensivo"
"un poco Eres una molestia","ofensivo"
"a veces Qué burro actitud tienes por favor","ofensivo"
"realmente Qué pendejo eres por favor","ofensivo"
"a veces Qué confiable persona en serio","limpio"
"realmente Me pareces un inútil ya","ofensivo"
"Que dedicado eres en serio","limpio"
"siempre Que cerdo comentario hoy","ofensivo"
"siempre Me pareces un burro en serio","ofensivo"
"a veces Gracias por ser tan generoso en serio","limpio"
"Vete a la mierda, zorra en serio","ofensivo"
"a veces Me encanta tu simpatico hoy","limpio"
"tan Solo un manco diria eso hoy","ofensivo"
"tan Que simpatico actitud","limpio"
"tan Vete, tonto en serio","ofensivo"
"un poco Que alegria tan contagiosa","limpio"
"siempre Tu trabajo es muy comprensivo","limpio"
"siempre Eres una excelente persona","limpio"
"muy Que talentoso detalle de verdad","limpio"
"Qué malparido persona ya","ofensivo"
"muy Tu trabajo es muy respetuoso de verdad","limpio"
"muy Tu valiente es admirable","limpio"
"realmente Tu talentoso es admirable","limpio"
"tan Qué respetuoso actitud hoy","limpio"
"No eres mas que un manco ya","ofensivo"
"realmente Eres un mal ejemplo","ofensivo"
"muy Que manco comentario en serio","ofensivo"
"Menuda torpe en serio","ofensivo"
"siempre Eres muy optimista de verdad","limpio"
"tan Qué cretino eres ya","ofensivo"
"Pareces un estúpido por favor","ofensivo"
"tan Solo un burro diría eso en serio","ofensivo"
"No eres mas que un zangano en serio","ofensivo"
"muy Tu comprensivo es admirable por favor","limpio"
"un poco Eres tan subnormal ya","ofensivo"
"tan Me pareces un idiota ya","ofensivo"
"muy Me parece que eres muy generoso de verdad","limpio"
"a veces Me encanta tu optimista por favor","limpio"
"a veces Eres un burro hoy","ofensivo"
"a veces Qué manco actitud tienes por favor","ofensivo"
"siempre Gracias por ser tan talentoso en serio","limpio"
"Me pareces un burro ya","ofensivo"
"Vete a la mierda, cabron en serio","ofensivo"
"siempre Tu trabajo es muy dedicado en serio","limpio"
"Me parece que eres muy maduro por favor","limpio"
"un poco Qué inútil tan grande ya","ofensivo"
"muy Eres un patetico ya","ofensivo"
"muy Menuda basura en serio","ofensivo"
"siempre Vete a la mierda, imbecil","ofensivo"
"un poco Eres tan torpe de verdad","ofensivo"
"muy Vete a la mierda, torpe ya","ofensivo"
"a veces Eres muy talentoso","limpio"
"siempre No eres más que un burro por favor","ofensivo"
"muy Pareces un malparido hoy","ofensivo"
"un poco Solo un subnormal diria eso","ofensivo"
"tan Que subnormal eres por favor","ofensivo"
"un poco Qué zángano comentario","ofensivo"
"No eres mas que un gilipollas ya","ofensivo"
"un poco Gracias por ser comprensivo por favor","limpio"
"tan Vete, gilipollas ya","ofensivo"
"un poco Que zorra comentario en serio","ofensivo"
"muy Me parece que eres muy optimista por favor","limpio"
"realmente Solo un gilipollas diria eso ya","ofensivo"
"muy Vete, subnormal en serio","ofensivo"
"siempre Eres un cerdo de verdad","ofensivo"
"Pareces un idiota","ofensivo"
"realmente Tu trabajo es muy generoso","limpio"
"Eres muy considerado","limpio"
"un poco Eres un autentico basura","ofensivo"
"Que manco eres por favor","ofensivo"
"Vete a la mierda, cerdo de verdad","ofensivo"
"un poco Gracias por ser simpatico en serio","limpio"
"a veces Qué confiable actitud de verdad","limpio"
"muy Me encanta tu inteligente","limpio"
"Eres un fracaso","ofensivo"
"tan Eres un perdedor","ofensivo"
"tan Menuda burro","ofensivo"
"Gracias por ser responsable","limpio"
"un poco Eres un burro en serio","ofensivo"
"realmente Menuda imbecil por favor","ofensivo"
"tan Tu maduro es admirable ya","limpio"
"siempre Me encanta tu inteligente en serio","limpio"
"muy Eres pesimo en esto","ofensivo"
"siempre Menuda subnormal hoy","ofensivo"
"a veces Me parece que eres muy optimista de verdad","limpio"
"a veces Que cretino actitud tienes en serio","ofensivo"
"Me pareces un manco ya","ofensivo"
"a veces Que zorra comentario en serio","ofensivo"
"a veces Que optimista eres de verdad","limpio"
"un poco Menuda subnormal por favor","ofensivo"
"realmente Eres un autentico burro ya","ofensivo"
"tan Eres un gilipollas en serio","ofensivo"
"tan Eres muy valiente","limpio"
"realmente Qué imbecil comentario de verdad","ofensivo"
"siempre Qué considerado detalle","limpio"
"un poco Vete a la mierda, zángano","ofensivo"
"realmente Que tonto persona","ofensivo"
"un poco Solo un zorra diría eso en serio","ofensivo"
"un poco Gracias por ser dedicado","limpio"
"un poco Tu generoso es admirable hoy","limpio"
"un poco Gracias por ser confiable hoy","limpio"
"Que respetuoso actitud ya","limpio"
"a veces Me pareces un cerdo hoy","ofensivo"
"siempre Que inutil actitud tienes hoy","ofensivo"
"realmente Eres tan estupido hoy","ofensivo"
"un poco Que talentoso persona hoy","limpio"
"a veces Eres muy inteligente","limpio"
"un poco Me pareces un cretino de verdad","ofensivo"
"Eres un autentico burro","ofensivo"
"tan Me parece que eres muy inteligente de verdad","limpio"
"Que gilipollas tan grande","ofensivo"
"siempre Eres un zángano de verdad","ofensivo"
"muy Que optimista actitud de verdad","limpio"
"Vete a la mierda, burro de verdad","ofensivo"
"siempre Qué simpático persona de verdad","limpio"
"tan Solo un imbécil diría eso por favor","ofensivo"
"un poco Eres tan cabron de verdad","ofensivo"
"a veces Tu trabajo es muy inteligente","limpio"
"siempre Que comprensivo eres de verdad","limpio"
"tan Que considerado persona hoy","limpio"
"tan No eres más que un basura en serio","ofensivo"
"un poco Gracias por ser optimista por favor","limpio"
"siempre Me encanta tu talentoso de verdad","limpio"
"muy Menuda zorra en serio","ofensivo"
"muy Qué zángano eres en serio","ofensivo"
"realmente Me encanta tu confiable ya","limpio"
"un poco Vete a la mierda, burro hoy","ofensivo"
"un poco Que burro persona de verdad","ofensivo"
"tan patético","ofensivo"
"realmente Eres tan malparido por favor","ofensivo"
"un poco No eres mas que un cretino ya","ofensivo"
"siempre Gracias por ser maduro ya","limpio"
"realmente No eres más que un zángano ya","ofensivo"
"tan Qué basura actitud tienes por favor","ofensivo"
"un poco Me pareces un burro ya","ofensivo"
"Me pareces un subnormal en serio","ofensivo"
"Que manco persona ya","ofensivo"
"Pareces un tonto ya","ofensivo"
"siempre Eres muy inspirador en serio","limpio"
"tan Eres un basura","ofensivo"
"tan Que generoso persona por favor","limpio"
"realmente Me parece que eres muy amable por favor","limpio"
"a veces Menuda basura en serio","ofensivo"
"tan Tu maduro es admirable por favor","limpio"
"muy Eres tan idiota de verdad","ofensivo"
"a veces Pareces un manco hoy","ofensivo"
"realmente Que maduro eres de verdad","limpio"
"Qué torpe tan grande ya","ofensivo"
"a veces Que generoso eres hoy","limpio"
"un poco gilipollas","ofensivo"
"Tu talentoso es admirable","limpio"
"a veces Que cretino actitud tienes ya","ofensivo"
"un poco Me encanta tu valiente hoy","limpio"
"a veces No eres mas que un gilipollas hoy","ofensivo"
"realmente Que gran idea tuviste","limpio"
"muy Siempre haces el mismo ridiculo","ofensivo"
"Que pendejo persona en serio","ofensivo"
"muy Que respetuoso eres","limpio"
"realmente Eres muy confiable","limpio"
"un poco Eres un buen ejemplo","limpio"
"realmente Qué patético comentario en serio","ofensivo"
"Me parece que eres muy confiable en serio","limpio"
"muy Eres un gran apoyo","limpio"
"muy Me parece que eres muy simpatico en serio","limpio"
"siempre Vete a la mierda, zorra de verdad","ofensivo"
"un poco inutil","ofensivo"
"Que cerdo comentario hoy","ofensivo"
"un poco Vete a la mierda, idiota en serio","ofensivo"
"Que maduro eres en serio","limpio"
"un poco Siempre arruinas todo","ofensivo"
"a veces Gracias por ser tan dedicado en serio","limpio"
"siempre Que subnormal comentario en serio","ofensivo"
"muy Qué valiente actitud","limpio"
"Qué maduro eres ya","limpio"
"realmente Pareces un cabron por favor","ofensivo"
"siempre Me encanta tu respetuoso por favor","limpio"
"un poco Vete a la mierda, estúpido en serio","ofensivo"
"un poco Eres muy confiable ya","limpio"
"siempre Eres muy comprensivo hoy","limpio"
"un poco Eres un gilipollas de verdad","ofensivo"
"un poco Me parece que eres muy amable por favor","limpio"
"realmente Que burro persona en serio","ofensivo"
"un poco Que estupido comentario","ofensivo"
"realmente Pareces un burro en serio","ofensivo"
"a veces Gracias por ser tan respetuoso hoy","limpio"
"muy malparido","ofensivo"
"tan Qué tonto comentario de verdad","ofensivo"
"realmente Eres un auténtico burro ya","ofensivo"
"realmente Que confiable actitud ya","limpio"
"Qué zorra eres ya","ofensivo"
"un poco Eres muy considerado hoy","limpio"
"a veces Pareces un idiota de verdad","ofensivo"
"un poco Gracias por ser tan confiable ya","limpio"
"Qué inspirador persona por favor","limpio"
"a veces Que manco eres en serio","ofensivo"
"Eres tan inútil en serio","ofensivo"
"tan Que comprensivo persona de verdad","limpio"
"un poco Tu valiente es admirable ya","limpio"
"Me pareces un tonto","ofensivo"
"un poco Qué pendejo comentario ya","ofensivo"
"tan Que considerado eres","limpio"
"a veces Tu opinión no importa","ofensivo"
"realmente Qué zorra eres ya","ofensivo"
"tan Solo un cerdo diría eso hoy","ofensivo"
"muy Qué responsable detalle en serio","limpio"
"realmente No eres mas que un pendejo ya","ofensivo"
"Eres un inutil hoy","ofensivo"
"a veces Qué amable fuiste","limpio"
"tan Que respetuoso detalle hoy","limpio"
"tan Tu comprensivo es admirable en serio","limpio"
"tan Que amable persona hoy","limpio"
"siempre Gracias por todo","limpio"
"realmente Solo un estupido diria eso hoy","ofensivo"
"muy Qué optimista actitud en serio","limpio"
"a veces Gracias por ser tan valiente en serio","limpio"
"Qué inútil eres ya","ofensivo"
"siempre Me parece que eres muy confiable en serio","limpio"
"muy Eres un problema","ofensivo"
"tan Qué imbécil tan grande ya","ofensivo"
"a veces Eres un autentico inutil ya","ofensivo"
"tan Eres un auténtico zorra ya","ofensivo"
"tan Eres tan pendejo ya","ofensivo"
"un poco patético","ofensivo"
"un poco Qué burro actitud tienes","ofensivo"
"a veces Qué gilipollas eres por favor","ofensivo"
"tan valiente","limpio"
"siempre Que cretino tan grande hoy","ofensivo"
"a veces Qué comprensivo detalle hoy","limpio"
"realmente Tu trabajo es muy respetuoso por favor","limpio"
"siempre Me pareces un cabron ya","ofensivo"
"tan Me encanta tu responsable de verdad","limpio"
"a veces Qué tonto persona ya","ofensivo"
"muy Gracias por ser simpatico ya","limpio"
"Eres un fracaso","ofensivo"
"a veces Pareces un subnormal en serio","ofensivo"
"tan Qué zángano actitud tienes en serio","ofensivo"
"Menuda imbecil de verdad","ofensivo"
"siempre Tu inteligente es admirable de verdad","limpio"
"un poco Qué gilipollas persona en serio","ofensivo"
"Eres tan zangano","ofensivo"
"siempre Menuda tonto ya","ofensivo"
"a veces Que confiable actitud por favor","limpio"
"siempre Tu trabajo es muy amable en serio","limpio"
"tan Qué burro eres ya","ofensivo"
"un poco Gracias por ser tan maduro hoy","limpio"
"tan Eres tan imbecil de verdad","ofensivo"
"muy Que responsable eres por favor","limpio"
"Qué talentoso detalle hoy","limpio"
"realmente Vete, cretino ya","ofensivo"
"Me alegra tu exito","limpio"
"muy Qué amable eres por favor","limpio"
"siempre Gracias por el apoyo","limpio"
"a veces Que basura eres","ofensivo"
"realmente Que respetuoso persona ya","limpio"
"Gracias por ser tan inteligente por favor","limpio"
"No eres mas que un inutil de verdad","ofensivo"
"a veces Me pareces un inútil","ofensivo"
"Qué gilipollas eres hoy","ofensivo"
"Vete a la mierda, subnormal por favor","ofensivo"
"a veces Solo un idiota diría eso hoy","ofensivo"
"siempre Menuda inutil de verdad","ofensivo"
"siempre Que amable detalle por favor","limpio"
"realmente Qué inspirador eres","limpio"
"a veces Eres tan burro en serio","ofensivo"
"un poco Eres tan zorra por favor","ofensivo"
"Me enfermas","ofensivo"
"un poco Solo un zangano diria eso","ofensivo"
"tan Que valiente persona","limpio"
"a veces Eres un cabron por favor","ofensivo"
"tan Vete, cabron en serio","ofensivo"
"un poco Me pareces un torpe de verdad","ofensivo"
"siempre Que amable eres ya","limpio"
"un poco Hablas sin pensar","ofensivo"
"realmente Qué optimista persona","limpio"
"a veces Eres tan torpe hoy","ofensivo"
"Solo un cabron diría eso hoy","ofensivo"
"siempre Que subnormal actitud tienes de verdad","ofensivo"
"siempre Que cretino actitud tienes de verdad","ofensivo"
"Solo un zangano diria eso ya","ofensivo"
"realmente Eres tan zorra hoy","ofensivo"
"siempre Eres un cerdo hoy","ofensivo"
"tan Me encanta tu dedicado","limpio"
"a veces Qué valiente actitud por favor","limpio"
"siempre Me pareces un cerdo","ofensivo"
"tan No eres más que un inútil de verdad","ofensivo"
"tan Que optimista persona de verdad","limpio"
"a veces Solo un pendejo diria eso por favor","ofensivo"
"tan Que inteligente actitud en serio","limpio"
"muy Me pareces un cretino hoy","ofensivo"
"siempre Tu trabajo es muy considerado en serio","limpio"
"No eres más que un torpe en serio","ofensivo"
"realmente Tu optimista es admirable por favor","limpio"
"muy Que confiable detalle ya","limpio"
"tan Qué simpático actitud ya","limpio"
"realmente Pareces un torpe","ofensivo"
"un poco Pareces un imbecil","ofensivo"
"muy Menuda idiota ya","ofensivo"
"a veces Gracias por ser tan considerado hoy","limpio"
"tan Vete a la mierda, cretino en serio","ofensivo"
"muy Qué simpático persona hoy","limpio"
"tan Qué cerdo persona ya","ofensivo"
"Eres tan torpe en serio","ofensivo"
"tan Me encanta tu optimista por favor","limpio"
"siempre Qué idiota persona por favor","ofensivo"
"un poco estúpido","ofensivo"
"a veces Vete, tonto","ofensivo"
"siempre Gracias por ser tan responsable hoy","limpio"
"siempre Me parece que eres muy inteligente en serio","limpio"
"tan Me pareces un imbécil de verdad","ofensivo"
"a veces Eres muy responsable de verdad","limpio"
"Gracias por ser responsable de verdad","limpio"
"un poco Me encanta tu amable de verdad","limpio"
"tan Que malparido tan grande en serio","ofensivo"
"tan Gracias por ser tan valiente ya","limpio"
"a veces Menuda cabron","ofensivo"
"tan Solo un imbecil diria eso ya","ofensivo"
"un poco Gracias por ser tan amable en serio","limpio"
"realmente Tu dedicado es admirable de verdad","limpio"
"muy Gracias por ser optimista","limpio"
"muy Tu inspirador es admirable","limpio"
"siempre Eres tan pendejo de verdad","ofensivo"
"Eres un cretino hoy","ofensivo"
"un poco Tu comprensivo es admirable hoy","limpio"
"un poco Que buen desempeno","limpio"
"siempre Qué valiente persona","limpio"
"siempre Que cerdo actitud tienes por favor","ofensivo"
"a veces Eres un autentico inutil","ofensivo"
"siempre Me encanta tu maduro ya","limpio"
"siempre Que simpatico eres por favor","limpio"
"tan Qué generoso persona","limpio"
"siempre Menuda pendejo ya","ofensivo"
"a veces Eres tan desagradable","ofensivo"
"tan Que zorra tan grande ya","ofensivo"
"tan Qué patético tan grande por favor","ofensivo"
"Eres un zorra por favor","ofensivo"
"muy Qué burro tan grande por favor","ofensivo"
"tan Qué cretino persona hoy","ofensivo"
"muy Que idiota eres ya","ofensivo"
"realmente Eres tan basura hoy","ofensivo"
"Gracias por ser considerado en serio","limpio"
"muy Pareces un inútil","ofensivo"
"tan Menuda idiota ya","ofensivo"
"realmente Tu trabajo es muy amable por favor","limpio"
"tan Eres una persona confiable","limpio"
"tan Tu trabajo es muy talentoso","limpio"
"realmente Eres muy optimista en serio","limpio"
"tan Solo un basura diria eso en serio","ofensivo"
"Qué generoso eres","limpio"
"siempre Eres un problema","ofensivo"
"Que zangano persona hoy","ofensivo"
"siempre Qué torpe tan grande ya","ofensivo"
"muy Que buena persona eres","limpio"
"un poco Qué estúpido actitud tienes de verdad","ofensivo"
"Qué valiente persona","limpio"
"un poco Tu trabajo es muy inteligente ya","limpio"
"un poco Me encanta tu valiente en serio","limpio"
"realmente Vete, cabron por favor","ofensivo"
"tan Eres muy talentoso por favor","limpio"
"Eres una molestia","ofensivo"
"muy Eres tan pendejo por favor","ofensivo"
"Que valiente persona de verdad","limpio"
"tan Qué malparido persona en serio","ofensivo"
"realmente Solo un basura diría eso hoy","ofensivo"
"Que tonto eres hoy","ofensivo"
"muy Tu trabajo es muy simpatico de verdad","limpio"
"muy Menuda idiota ya","ofensivo"
"muy Me parece que eres muy inteligente","limpio"
"realmente Me parece que eres muy optimista ya","limpio"
"siempre Vete, cabron por favor","ofensivo"
"realmente Me parece que eres muy comprensivo ya","limpio"
"a veces Qué idiota actitud tienes hoy","ofensivo"
"tan Qué patético tan grande hoy","ofensivo"
"un poco Menuda pendejo por favor","ofensivo"
"Vete a la mierda, inutil","ofensivo"
"tan Excelente resultado","limpio"
"un poco Solo un basura diria eso hoy","ofensivo"
"realmente Que falta de inteligencia","ofensivo"
"muy Que comprensivo eres de verdad","limpio"
"a veces Me parece que eres muy maduro ya","limpio"
"siempre Eres un gran profesional","limpio"
"siempre Gracias por ser tan respetuoso en serio","limpio"
"tan Eres un burro por favor","ofensivo"
"realmente Vete a la mierda, patetico de verdad","ofensivo"
"tan Qué talentoso actitud","limpio"
"Me pareces un tonto de verdad","ofensivo"
"Que generoso detalle por favor","limpio"
"siempre Solo un zangano diria eso de verdad","ofensivo"
"realmente Eres tan inutil de verdad","ofensivo"
"Vete, imbecil hoy","ofensivo"
"siempre Tu generoso es admirable de verdad","limpio"
"un poco Qué zorra actitud tienes por favor","ofensivo"
"un poco Que comprensivo persona de verdad","limpio"
"tan Gracias por ser tan inspirador de verdad","limpio"
"siempre Eres tan cretino","ofensivo"
"un poco Gracias por ser tan simpatico hoy","limpio"
"un poco Me encanta tu dedicado ya","limpio"
"a veces Eres muy confiable hoy","limpio"
"Que estupido persona en serio","ofensivo"
"Que estupido tan grande","ofensivo"
"Que simpatico eres hoy","limpio"
"muy Me encanta tu generoso de verdad","limpio"
"siempre Qué patético persona ya","ofensivo"
"siempre Qué cerdo actitud tienes de verdad","ofensivo"
"siempre Eres un auténtico inútil","ofensivo"
"un poco Eres tan imbecil en serio","ofensivo"
"tan Que zangano eres por favor","ofensivo"
"realmente Tu simpático es admirable","limpio"
"muy Eres un auténtico zángano de verdad","ofensivo"
"realmente Me encanta tu comprensivo ya","limpio"
"Qué basura eres de verdad","ofensivo"
"realmente No eres mas que un basura por favor","ofensivo"
"a veces Me encanta tu considerado","limpio"
"siempre Qué respetuoso eres","limpio"
"muy Qué imbecil comentario por favor","ofensivo"
"muy Vete a la mierda, cerdo por favor","ofensivo"
"siempre Todo te está saliendo bien","limpio"
"tan Tu actitud es pésima","ofensivo"
"un poco Que torpe comentario de verdad","ofensivo"
"a veces Qué optimista actitud","limpio"
"muy Que zorra eres por favor","ofensivo"
"a veces Vete, patético por favor","ofensivo"
"siempre Me pareces un imbecil ya","ofensivo"
"tan Me pareces un subnormal hoy","ofensivo"
"siempre Qué estúpido actitud tienes","ofensivo"
"siempre Eres tan zangano por favor","ofensivo"
"tan Eres tan basura hoy","ofensivo"
"tan Qué imbécil actitud tienes por favor","ofensivo"
"realmente Tu trabajo es muy talentoso hoy","limpio"
"a veces Pareces un idiota hoy","ofensivo"
"a veces Me parece que eres muy dedicado de verdad","limpio"
"tan Menuda cerdo","ofensivo"
"muy Gracias por ser considerado hoy","limpio"
"siempre Que talentoso detalle en serio","limpio"
"Tu inspirador es admirable de verdad","limpio"
"un poco Qué idiota persona en serio","ofensivo"
"a veces Eres tan pendejo ya","ofensivo"
"a veces Que idiota actitud tienes","ofensivo"
"un poco Eres tan imbécil por favor","ofensivo"
"tan Qué cretino comentario ya","ofensivo"
"muy Tu maduro es admirable","limpio"
"muy Gracias por ser maduro en serio","limpio"
"un poco Solo un manco diría eso en serio","ofensivo"
"realmente Que maduro detalle ya","limpio"
"a veces Eres muy confiable ya","limpio"
"siempre Me parece que eres muy comprensivo hoy","limpio"
"tan Eres tan imbécil por favor","ofensivo"
"Eres un auténtico imbécil ya","ofensivo"
"tan Tu amable es admirable de verdad","limpio"
"siempre Que subnormal actitud tienes","ofensivo"
"realmente Qué amable eres por favor","limpio"
"Que maduro persona en serio","limpio"
"No eres más que un pendejo hoy","ofensivo"
"un poco Qué cretino tan grande en serio","ofensivo"
"realmente Menuda torpe hoy","ofensivo"
"muy Eres tan subnormal hoy","ofensivo"
"siempre Eres un error","ofensivo"
"Eres tan cretino en serio","ofensivo"
"un poco Eres un imbecil en serio","ofensivo"
"muy Qué inspirador eres de verdad","limpio"
"a veces Que tonto persona en serio","ofensivo"
"un poco Vete, subnormal ya","ofensivo"
"un poco Menuda subnormal ya","ofensivo"
"muy Que ridiculo eres","ofensivo"
"realmente Me parece que eres muy confiable ya","limpio"
"realmente Vete a la mierda, malparido por favor","ofensivo"
"Eres un auténtico cretino en serio","ofensivo"
"tan Que burro persona de verdad","ofensivo"
"un poco Tu talentoso es admirable de verdad","limpio"
"muy Me encanta tu responsable","limpio"
"un poco Qué estúpido tan grande ya","ofensivo"
"Eres un pendejo en serio","ofensivo"
"un poco Eres un auténtico inútil por favor","ofensivo"
"siempre Deja de molestar","ofensivo"
"a veces Qué burro eres ya","ofensivo"
"Tu trabajo es muy maduro","limpio"
"un poco Que dedicado eres ya","limpio"
"siempre Que patetico persona de verdad","ofensivo"
"realmente Qué dedicado persona por favor","limpio"
"tan Qué valiente actitud de verdad","limpio"
"a veces Qué subnormal tan grande por favor","ofensivo"
"tan Que pendejo tan grande ya","ofensivo"
"realmente Eres un basura","ofensivo"
"un poco Que comprensivo eres","limpio"
"tan Me pareces un manco de verdad","ofensivo"
"Solo un pendejo diria eso en serio","ofensivo"
"realmente Qué generoso actitud ya","limpio"
"muy Solo un cretino diría eso ya","ofensivo"
"un poco Eres increíble","limpio"
"muy Que comprensivo persona de verdad","limpio"
"muy Tu inteligente es admirable","limpio"
"Gracias por ser tan comprensivo en serio","limpio"
"a veces Solo un estupido diria eso ya","ofensivo"
"muy Eres un autentico malparido ya","ofensivo"
"muy Qué optimista eres hoy","limpio"
"Qué optimista persona hoy","limpio"
"realmente Vete, torpe de verdad","ofensivo"
"realmente Tu simpatico es admirable por favor","limpio"
"Eres un subnormal de verdad","ofensivo"
"Qué gilipollas eres","ofensivo"
"Vete a la mierda, imbécil en serio","ofensivo"
"siempre Pareces un idiota por favor","ofensivo"
"Eres un auténtico tonto hoy","ofensivo"
"a veces Me pareces un burro en serio","ofensivo"
"realmente Me pareces un inutil en serio","ofensivo"
"muy Que maduro eres de verdad","limpio"
"Que inspirador eres ya","limpio"
"un poco Pareces un pendejo en serio","ofensivo"
"realmente Vete, basura en serio","ofensivo"
"un poco Eres muy valiente hoy","limpio"
"siempre Que respetuoso eres por favor","limpio"
"tan Me encanta tu confiable","limpio"
"Eres un auténtico cabron de verdad","ofensivo"
"muy Me pareces un imbecil hoy","ofensivo"
"realmente Tu inteligente es admirable en serio","limpio"
"realmente Qué valiente eres en serio","limpio"
"muy Tu trabajo es muy talentoso de verdad","limpio"
"Gracias por ser optimista ya","limpio"
"a veces Gracias por ser simpático por favor","limpio"
"a veces Vete, subnormal hoy","ofensivo"
"tan Que estupido comentario","ofensivo"
"siempre Solo un zorra diria eso","ofensivo"
"un poco Qué tonto actitud tienes ya","ofensivo"
"un poco Menuda imbécil ya","ofensivo"
"realmente Que malparido actitud tienes hoy","ofensivo"
"un poco Me encanta tu optimista de verdad","limpio"
"Que burro persona por favor","ofensivo"
"siempre No eres más que un cerdo hoy","ofensivo"
"tan Qué cretino tan grande por favor","ofensivo"
"un poco Que imbecil eres en serio","ofensivo"
"realmente Que responsable eres","limpio"
"Me pareces un inútil por favor","ofensivo"
"realmente Tu trabajo es muy simpatico por favor","limpio"
"tan Que valiente detalle hoy","limpio"
"un poco Tu dedicado es admirable de verdad","limpio"
"tan Eres un idiota","ofensivo"
"siempre Eres amable y atento","limpio"
"Que pendejo tan grande","ofensivo"
"un poco Qué comprensivo actitud hoy","limpio"
"Que confiable actitud en serio","limpio"
"siempre Qué buen trabajo realizaste","limpio"
"muy Me parece que eres muy confiable de verdad","limpio"
"realmente Eres un autentico cabron hoy","ofensivo"
"siempre Pareces un imbécil ya","ofensivo"
"tan Vete, manco por favor","ofensivo"
"muy Que inteligente detalle ya","limpio"
"Menuda inutil hoy","ofensivo"
"muy Que verguenza ajena contigo","ofensivo"
"siempre Qué amable actitud","limpio"
"siempre Eres un pendejo ya","ofensivo"
"un poco Tu trabajo es muy maduro","limpio"
"tan Menuda cretino","ofensivo"
"tan Qué generoso persona en serio","limpio"
"un poco Vete a la mierda, imbécil de verdad","ofensivo"
"tan Tu considerado es admirable hoy","limpio"
"Qué gilipollas actitud tienes por favor","ofensivo"
"siempre Gracias por ser talentoso de verdad","limpio"
"siempre Vete, cretino hoy","ofensivo"
"un poco Me encanta tu dedicado en serio","limpio"
"Eres tan cerdo","ofensivo"
"realmente Solo un torpe diria eso hoy","ofensivo"
"a veces Que patetico tan grande hoy","ofensivo"
"realmente Eres un auténtico inútil ya","ofensivo"
"realmente Gracias por ser valiente por favor","limpio"
"muy Solo un inutil diria eso ya","ofensivo"
"Eres tan patético hoy","ofensivo"
"un poco Menuda manco hoy","ofensivo"
"muy No eres mas que un estupido por favor","ofensivo"
"a veces Solo un tonto diría eso por favor","ofensivo"
"Gracias por ser generoso de verdad","limpio"
"muy Qué amable de tu parte","limpio"
"Eres muy responsable","limpio"
"un poco Solo un torpe diría eso ya","ofensivo"
"siempre Me parece que eres muy respetuoso","limpio"
"un poco Gracias por ser simpático ya","limpio"
"muy Que optimista eres por favor","limpio"
"Qué cretino actitud tienes hoy","ofensivo"
"Solo un cerdo diria eso por favor","ofensivo"
"Solo un idiota diria eso en serio","ofensivo"
"realmente Que burro tan grande","ofensivo"
"Pareces un subnormal hoy","ofensivo"
"siempre Eres tan torpe en serio","ofensivo"
"un poco Eres muy comprensivo","limpio"
"tan Qué gilipollas tan grande por favor","ofensivo"
"a veces Qué amable gesto","limpio"
"tan Vete, burro de verdad","ofensivo"
"siempre Eres tan cerdo por favor","ofensivo"
"Qué inspirador actitud en serio","limpio"
"tan Que desagradable eres","ofensivo"
"No eres más que un imbecil hoy","ofensivo"
"realmente Tu trabajo es muy talentoso por favor","limpio"
"realmente Vete a la mierda, burro por favor","ofensivo"
"tan Que dedicado detalle ya","limpio"
"Eres tan manco de verdad","ofensivo"
"Vete a la mierda, imbecil hoy","ofensivo"
"realmente Me encanta tu amable ya","limpio"
"tan Qué dedicado eres","limpio"
"realmente Que talentoso actitud","limpio"
"a veces Eres tan imbecil hoy","ofensivo"
"Tu trabajo es muy considerado en serio","limpio"
"Eres un autentico manco en serio","ofensivo"
"Eres un auténtico cerdo de verdad","ofensivo"
"un poco Me encanta tu optimista hoy","limpio"
"a veces Qué torpe comentario por favor","ofensivo"
"un poco Tu generoso es admirable hoy","limpio"
"siempre Que estupido tan grande ya","ofensivo"
"tan Que dedicado detalle por favor","limpio"
"un poco Vete, gilipollas de verdad","ofensivo"
"muy Eres muy comprensivo ya","limpio"
"tan Vete a la mierda, subnormal ya","ofensivo"
"siempre Eres tan idiota en serio","ofensivo"
"tan Me parece que eres muy responsable por favor","limpio"
"un poco Gracias por ser responsable hoy","limpio"
"a veces Me encanta tu confiable por favor","limpio"
"a veces Qué inteligente actitud por favor","limpio"
"siempre Que simpatico eres hoy","limpio"
